bqcg 阿尔巴尼亚
dial 斐济共和国
yyrn 废弃的房屋
ynfh 废墟
yxto 废纸篓
egmh 肺
xjet 费用
wbtw 分隔符
wpgg 分之一
awuf 芬兰
aual 芬兰共和国
fyaj 坟墓
oxqn 粉红色的心
oxny 粉红心
oqrn 粉色的心
oqny 粉色心
owny 粉心
dluf 奋斗
nfvc 愤怒
nvcs 愤怒对话框
nvci 愤怒对话气泡
nvyi 愤怒话语气泡
dnqn 丰收饼
ffkk 封口
ffdm 封面
sskf 枫树叶
smkf 枫叶
jtpn 蜂蜜
qttj 锋利
mkrx 风吹拂
mkre 风吹拂的脸
mkka 风吹叶落
mqjy 风景
mqqw 风铃
mwbb 风信子
mqaq 风鸢
mqtq 风筝
xwqf 缝合针
xtxv 缝纫
xxqf 缝纫针
xyqf 缝衣针
ymgm 讽刺
mcmr 凤凰
mctj 凤梨
mnja 凤尾蝶
dqwc 奉金瓮
wxep 佛爱
wtqe 佛得角
wtql 佛得角共和国
wxft 佛教
wxff 佛寺
qwic 孵化小鸡
efqc 肤色
rfpt 扶额
ebww 服从
ebtl 服务
etxj 服务费
etqw 服务铃
etdg 服务犬
ettg 服务生
etkm 服务员
ieif 浮潜
idfl 浮在地面上的西装男
pduq 福克兰群岛
twkg 符号
afap 芙蓉
aaaw 芙蓉花
lgtm 辐射
wqrj 斧
wqud 斧头
wutv 斧头和镰刀
wqbb 斧子
tdqj 复古钥匙
tiqy 复活岛
tiaq 复活节岛
tiaw 复活节岛石像
tjtf 复选
ttrq 复选按钮
ttsa 复选框
tjqg 复印
pfmm 富士山
wqvv 父女
wqus 父亲
wqbb 父子
qkwt 负颚化符
qmwt 负伤
wlcn 伽马
kdkd 嘎嘎
dndn 尴尬
fgsg 干杯
facy 干草叉
fedm 干脆面
fedv 干脆面君
ftvb 干得好
fgwq 干你
sasf 柑桔
sasc 柑橘
dgfc 感动
dgjh 感冒
dkkg 感叹号
dkkk 感叹号问号
dkxk 感叹疑问号
dgyt 感谢
snsj 橄榄
ssgf 橄榄球
mxgo 冈比亚
mxgl 冈比亚共和国
mqjs 刚果
mjdm 刚果布
mjdm 刚果（布）
mjqq 刚果金
mjqq 刚果（金）
qmqm 钢镚
qqqt 钢镚儿
qmtt 钢笔
qtid 钢笔尖
qmgg 钢琴
qgrq 钢琴按键
qgqv 钢琴键
ouhk 糕点
yspm 高顶礼帽
yqfw 高尔夫
yqfi 高尔夫球洞
yqfr 高尔夫球手
ykqt 高跟儿
ykqa 高跟儿凉鞋
ykqa 高跟儿鞋
ykqa 高跟儿靴
ykua 高跟凉鞋
ykaf 高跟鞋
ykaf 高跟靴
ylqk 高架铁路
yyya 高亮度
yyyq 高亮度按钮
ymmh 高帽
ymmm 高山
ymfu 高山索道
ymgk 高速
ygwk 高速公路
yggl 高速列车
ygbl 高速子弹头列车
ymqr 高铁
ymiw 高兴
ymdf 高压
ydjn 高压电
yujg 高音量
yujk 高音量的扬声器
rypg 搞定
tfth 告示牌
pdhj 割
sksk 哥哥
swxg 哥伦比亚
swxl 哥伦比亚共和国
sadl 哥斯达黎加
sadl 哥斯达黎加共和国
ajfx 戈里夫纳
sykg 歌记号
skrt 歌手
wgkg 鸽
wgbb 鸽子
stuf 格斗
ssxd 格林纳达
sbuf 格陵兰
sqfg 格鲁吉亚
sbqn 格子饼
sbyt 格子旗
jwgk 蛤
jwjw 蛤蛤
jwja 蛤蟆
wwje 个人电脑
xtry 给我打电话
saoa 根茎类蔬菜
srpg 根据定义等于
ssqy 根西岛
vei 艮
wclg 公车
wayr 公共广播
wail 公共汽车
waiu 公共汽车站
wccq 公鸡
wulg 公交车
wulu 公交车站
wuuh 公交站
wcrh 公牛
wcgu 公平
wgqn 公事包
wcng 公司
wyqn 公文包
wcud 公羊
wclf 公园
wcgh 公正
wcyg 公主
aadg 工厂
adaw 工厂工人
aahw 工具
ahts 工具箱
aape 工农
aaww 工人
aosu 工业标准
aauq 工资
aawt 工作
awdg 工作犬
xttu 弓和箭
xntu 弓箭
xtrt 弓箭手
awfk 恭喜
efud 肱二头
efue 肱二头肌
qci 勾
qckg 勾号
qkrq 勾号按钮
qctf 勾选
qtsa 勾选框
qqbb 钩子
qtqk 狗
qtqt 狗狗
qtew 狗脸
qtud 狗头
qtwb 狗仔
qtbb 狗子
mtlg 购物车
mtwa 购物袋
wdyf 估计
wyov 估计数
dgcn 古巴
dcal 古巴共和国
dgsr 古板
dgma 古典
dmvt 古典建筑
dvta 古建筑
dfrj 古老的钥匙
wpjt 谷神星
wwtr 谷物
mef 骨
meme 骨骼
medo 骨灰
mdrm 骨灰缸
mdwg 骨灰盒
meff 骨坛
meud 骨头
mewc 骨瓮
fkuc 鼓
fkip 鼓掌
ldpg 固定
lpjy 固定电话
ldyt 固话
tdvn 刮胡刀
rtlu 瓜德罗普
rtlq 瓜德罗普岛
rrnx 瓜拉尼
rhmh 瓜皮帽
rfqq 挂钩
tfpg 乖宝
tppg 乖宝宝
rksd 拐杖
nctr 怪物
uduf 关闭
uurs 关闭手机
udqy 关岛
uaft 关东煮
udsm 关机
udbu 关联
spsf 棺材
cmpw 观察
cmee 观月
txqk 管弦乐器
pfpl 冠军
wipg 盥洗室
rmay 罐
rmud 罐头
ruwk 罐头食品
rmbb 罐子
iqda 光碟
iqgg 光环
ijab 光明节
iqte 光盘
iqca 光驱
iqud 光头
iull 光头男
iulw 光头男人
iulb 光头男子
iuvv 光头女
iuvw 光头女人
iuvb 光头女子
yyrt 广播
qttf 逛街
fgvf 圭亚那
fgvl 圭亚那合作共和国
jvsi 归档
ufpn 闺蜜
qjnb 龟
lvut 轨道
lulg 轨道车
lygf 轨迹球
rqci 鬼
rqnc 鬼怪
rqfc 鬼魂
rqew 鬼脸
rqth 鬼牌
rqng 鬼屋
sksm 柜员机
kpdg 贵宾犬
khfi 跪求
khgh 跪下
kgrw 跪下的男人
kgrw 跪下的女人
khww 跪坐
smgf 棍网球
qkmw 锅
lgpg 国宝
lbqs 国际象棋
lbqr 国际象棋兵
lpwl 国家公园
lggg 国王
jsqn 果饮
jsif 果汁
jiwg 果汁盒
fpjg 过量
fmlg 过山车
kwgk 哈
kwkw 哈哈
kkqt 哈哈猫
kwfl 哈雷
kfdj 哈雷彗星
kprc 哈密瓜
kwqw 哈欠
kadf 哈萨克斯坦
kadl 哈萨克斯坦共和国
bybb 孩子
itee 海豹
ituq 海盗
iuyt 海盗旗
itfb 海地
ifal 海地共和国
itud 海关
iuss 海关检查
itqj 海龟
itqt 海狸
itjl 海螺
itxr 海绵
itqt 海狮
itqt 海獭
itee 海豚
itgg 海王
igjt 海王星
itiu 海洋
itfc 海运
itma 海贼
imyt 海贼旗
itrr 海蜇
pdnr 害怕
pnrq 害怕的猫
pnqt 害怕猫
pnqe 害怕猫脸
pdud 害羞
nbnb 憨憨
wyih 含泪
wire 含泪的笑脸
wite 含泪笑脸
pfuw 寒冷
fjlg 韩国
fjfq 韩元
jfui 旱冰
juaf 旱冰鞋
icwk 汉堡
iwqn 汉堡包
ifh 汗
ifiu 汗滴
ifpu 汗衫
ifab 汗蒸
ojru 焊接
tgba 航班降落
tgfn 航班起飞
tfsb 行李
tspd 行李寄存
tspt 行李寄存处
tswb 行李领取
tswt 行李领取处
tsth 行李牌
tsts 行李箱
tfww 行人
tfjt 行星
tffh 行走
vbg 好
vbsd 好棒
vbkt 好吃
vmrd 好崇拜
vmrk 好崇拜哦
vbkd 好哒
vbrq 好的
vadc 好基友
vbuw 好冷
vbky 好嘛
vbds 好奇
vbxk 好强
vbrv 好热
vbtt 好笑
vkux 好兄弟
vbbb 好耶
kgqe 号角
dibb 耗子
ksks 呵呵
ksqw 呵欠
kjaw 喝茶
kjqq 喝多
kqbn 喝多了
kjis 喝酒
kkkd 喝咖啡
kjve 喝奶
kjsg 喝醉
ksbn 喝醉了
wgkf 合
wgst 合格
whrs 合上的书本
whrq 合上的锁
wgfg 合十
wgip 合掌
wgwt 合作
wwnn 合作愉快
tkeb 和服
tkgu 和平
tgrt 和平的象征
tgtk 和平符号
tgrr 和平手势
tgqt 和平象征
tkim 和尚
isqt 河狸
iscn 河马
isee 河豚
wgqn 盒饭
wguf 盒装
wgbb 盒子
awqn 荷包
awuf 荷兰
aurf 荷兰盾
aulx 荷兰加勒比
anla 荷属加勒比区
ancs 荷属圣马丁
pqaa 褐色蘑菇
ftqq 赫德岛和麦克唐纳群岛
ftgq 赫德与麦克唐纳群岛
pkqe 鹤嘴锄
klkl 嘿嘿
lfwt 黑八
lrsa 黑白棋
llxq 黑边线方形按钮
llxq 黑边线正方形按钮
lfew 黑脸
lfqt 黑猫
lfqy 黑鸟
lfyt 黑旗
lfsa 黑棋
lfww 黑人
lfqc 黑色
lqdf 黑色大方块
lqrb 黑色的将棋棋子
lqrq 黑色的鸟
lqrn 黑色的心
lqyq 黑色方形按钮
lqyt 黑色旗
lqym 黑色旗帜
lqyb 黑色旗子
lqif 黑色小方块
lqiq 黑色小鸟
lqny 黑色心
lqlk 黑色圆
lqgq 黑色正方形按钮
lqkf 黑色中等方块
lqkf 黑色中方块
lqkf 黑色中小方块
lfmm 黑山
lfsi 黑桃
lxds 黑线大方框
lxyq 黑线方形按钮
lxgq 黑线正方形按钮
lfny 黑心
lfee 黑月
leax 黑月莉莉丝
lfbb 黑子
tvsd 很棒
tvvb 很好
tvsg 很酷
tvuw 很冷
tvrv 很热
kybh 哼
kyky 哼哼
ntgf 恒等于
stkt 横翻颚化符
stkk 横翻颚化符等号
styk 横翻旋转花心加重号
saxg 横线
stro 横向的红绿灯
oaou 烘焙
ifra 洪都拉斯
ifrl 洪都拉斯共和国
xaqn 红包
xadf 红唇
xotd 红灯笼
xant 红发
xnll 红发男
xnlw 红发男人
xnlb 红发男子
xnvv 红发女
xnvw 红发女人
xnvb 红发女子
xush 红辣椒
xahh 红萝卜
xxos 红绿灯
xtqq 红毛猩猩
xggr 红玫瑰
xajs 红苹果
xaqc 红色
xqwq 红色倒三角
xqrn 红色的书
xqyf 红色方块
xqdk 红色感叹号
xqpl 红色空心圆圈
xqym 红色旗帜
xqns 红色书本
xqun 红色头发
xquk 红色问号
xqlk 红色圆
xqgq 红色正三角
xaal 红薯
xasi 红桃
xunt 红头发
xany 红心
xakh 红中
qtwd 猴
qtew 猴脸
qtud 猴头
qtbb 猴子
rgkd 后
rgve 后退
rggf 后于
rgwg 后于但不等价于
rgag 后于或等价于
rgag 后于或等于
ktkd 呼喊
ktkq 呼噜
ktrn 呼气
ktke 呼吸
kkwe 呼吸作用
fpog 壶
qtqt 狐狸
qqew 狐狸脸
qqww 狐狸偷
dahh 胡萝卜
deyu 胡说
deed 胡须
debb 胡子
dbvv 胡子女
jdja 蝴蝶
jjxf 蝴蝶结
refs 护肤霜
rhqu 护目镜
rttw 护身符
ryjv 护照
rjss 护照检查
rjst 护照检查处
awxb 花
awut 花痴
aurq 花痴的猫
auqt 花痴猫
auqe 花痴猫脸
awms 花朵
asvn 花栗鼠
awth 花牌
awwv 花盆
ardt 花扑克牌
awqg 花钱
awtg 花生
awgk 花束
awvk 花絮
awlf 花园
awsn 花札
wfqn 华夫饼
wqya 华氏度
imsr 滑板
islg 滑板车
imui 滑冰
iuaf 滑冰鞋
ijui 滑旱冰
iisu 滑滑梯
imtd 滑稽
imsu 滑梯
imud 滑翔
iuwu 滑翔伞
imfv 滑雪
ifsr 滑雪板
ifst 滑雪橇
ifrw 滑雪的人
ifut 滑雪装备
ajte 划船
ajte 划艇
wxub 化疗
wxip 化学
wipe 化学家
wukk 化妆品
glbj 画
glsr 画板
glsd 画棒
gltt 画笔
glcy 画叉
glgl 画画
glud 画卷
glsa 画框
gddr 画面太美我不敢看
glnm 画刷
yttm 话筒
ytyg 话语
yyri 话语气泡
ngbn 怀了
ngxt 怀疑
ngeb 怀孕
nerw 怀孕的男人
nerw 怀孕的人
fgiy 坏
fgnh 坏蛋
cqpy 欢迎
qtay 獾
ggiy 环
ggwk 环保
gtgf 环等于
ggtk 环积
gttg 环入等于
rqtf 换行
rqia 换汇
rqdm 换页
ipce 浣熊
ayyn 荒废
ayia 荒漠
aypt 荒宅
rgpf 皇冠
rgyt 皇族
amrc 黄瓜
amqa 黄昏
aqwc 黄金瓮
amsj 黄榄
aeim 黄乳油
amqc 黄色
aqrn 黄色的心
aqyf 黄色方块
aqny 黄色心
aqlk 黄色圆
axgk 黄丝带
amny 黄心
amim 黄油
rprt 挥手
doqc 灰色
dqrn 灰色的心
dqny 灰色心
dony 灰心
lklg 回车
ljyt 回电话
lnsd 回飞棒
llsd 回力棒
llqs 回力镖
lknh 回收
lnsf 回收标志
lkve 回退
lgqf 回形针
lyqs 回旋镖
wfdm 会面
wfip 会堂
dhjt 彗星
iayx 汇率
xwgl 绘画
vqpy 婚礼
vqxi 婚纱
qaju 昏暗
qqii 昏昏沉沉
qaht 昏睡
itpf 活塞
oooo 火
oolg 火车
oluh 火车站
oodd 火大
ooqk 火锅
ooaw 火花
oocq 火鸡
ootu 火箭
oobn 火了
ogqy 火烈鸟
oomm 火山
omon 火山爆发
omkn 火山喷发
ohpn 火上之心
ooev 火腿
oooq 火焰
akgd 或
akdj 或非
wxtm 货币
wtur 货币兑换
wxlg 货车
fmwg 击剑
fwtr 击剑选手
fwft 击剑者
fmip 击掌
adhi 基督
ahft 基督教
ajca 基里巴斯
ajcl 基里巴斯共和国
aduo 基普
adld 基因
addc 基友
skww 机器人
smsa 机械
ssnk 机械臂
ssrn 机械手臂
ssev 机械腿
irfc 激动
trqe 犄角
tkwv 积分
emmw 肌肉
cqyg 鸡
cqcn 鸡巴
cqnh 鸡蛋
cqmw 鸡肉
cqud 鸡头
cqev 鸡腿
ceqt 鸡腿儿
cnis 鸡尾酒
fdrj 吉布提
fdrl 吉布提共和国
fqfl 吉尔吉斯共和国
fqff 吉尔吉斯斯坦
fkwb 吉他
qvfi 急救
qflg 急救车
sdgf 极大于
syua 极度痛苦
sebv 极限
sigf 极小于
mwtg 几何等于
mwhg 几何上等价于
mttg 几乎等于
mmgo 几内亚
mmgx 几内亚比绍
mmgl 几内亚比绍共和国
mmgl 几内亚共和国
pddh 寄存
pdts 寄存行李
ptjh 寄生虫
rfaa 技工
rskm 技术员
vgrg 既不近似也不实际等于
vgjg 既不是超集也不等于
vgng 既不属于也不等于
xbut 继承关系
yjkk 计时器
yfth 计算
ytsm 计算机
ynn 记
ynvi 记录
yvwt 记录分隔符
ygsg 记事本
ynmt 记账
lkg 加
lkui 加冰
lkkg 加号
lwdd 加拿大
lkxm 加纳
lxal 加纳共和国
lxtq 加纳利群岛
lvtq 加那利群岛
lkat 加蓬
lkim 加油
liuh 加油站
guhw 夹具
gudq 夹克
gdpu 夹克衫
guqa 夹钳
guny 夹心
gnqn 夹心饼
gkua 夹趾凉鞋
gubb 夹子
peu 家
pewy 家禽
pwre 家禽的腿
pwev 家禽腿
peww 家人
peyt 家庭
pejk 家蝇
alkf 茄
albb 茄子
wntt 假笑
lhjh 甲虫
lhfp 甲壳
wwqg 价钱
lfst 驾雪橇
lkjv 驾照
jcag 坚戈
jcjs 坚果
vftt 奸笑
vtrq 奸笑的猫
idkn 尖叫
ifdu 尖朝右的向上箭头
ifdu 尖朝右的向下箭头
ifdu 尖朝左的向上箭头
ifdu 尖朝左的向下箭头
imis 溅洒
uejo 煎
ueqn 煎饼
uqqb 煎饼馃子
uenh 煎蛋
xdlf 缄默
ujya 间谍
udgt 减
udkg 减号
udlk 减加
udit 减少
uejv 剪
uevn 剪刀
uvrt 剪刀手
uent 剪发
uelk 剪辑
umsr 剪贴板
ueud 剪头
uunt 剪头发
uejy 剪影
uebb 剪子
gfpf 柬埔寨
gfpl 柬埔寨王国
ssrj 检查护照
wvtm 健身
wgij 剑
wguf 剑斗
vfta 建筑
vtaa 建筑工
vtaw 建筑工人
vtya 建筑施工
irtg 渐近等于
tuud 箭头
mqhg 见钱眼开
qvte 键盘
wgnn 僵尸
ugvf 姜
upef 将军肚
uqsg 奖杯
uqqq 奖金
uqdd 奖励
uqth 奖牌
uqkk 奖品
uqip 奖赏
uquj 奖章
yfyt 讲话
yyft 讲话者
yyfj 讲话者的头部剪影
btwq 降低
btai 降落
bawu 降落伞
uqcy 交叉
ucrr 交叉的手指
ucyw 交叉放置的剑
uctu 交叉箭头
ucyt 交叉旗
uqwy 交集
uqce 交通
ucos 交通灯
ucwo 交通信号灯
ftnn 教科书
ftjg 教师
ftip 教堂
fiso 教学楼
sfuq 椒盐卷饼
wyha 焦虑
wuop 焦头烂额
wykh 焦躁
eudm 胶布
euud 胶卷
eugk 胶囊
ctwg 骄傲
efcb 脚
eklg 脚踏车
efuh 脚丫
eubb 脚丫子
efqg 脚印
qeya 角度
qfgu 角朝下的向右箭头
qfdu 角朝左的向下箭头
qbsm 角子机
qral 铰接式货车
qnbb 饺子
lieq 较浅肤色
lieq 较深肤色
rrsb 接近极限
runh 接收
rngx 接收天线
rukq 接吻
fafa 截塔
rgdq 捷克
rdal 捷克共和国
sfbb 桔子
xfkg 结
xfvq 结婚
xfgk 结束
xgtu 结束箭头
veve 姐姐
qeqi 解锁
wjgf 介于
wyhh 借记卡
aarx 戒指
icdf 津巴布韦
icdl 津巴布韦共和国
iidk 津津有味
qqnt 金发
qnll 金发男
qnlw 金发男人
qnlb 金发男子
qnvv 金发女
qnvw 金发女人
qnvb 金发女子
qiuu 金光闪闪
qqtf 金毛
qtdg 金毛犬
qtvd 金毛寻回犬
qqrh 金牛
qryw 金牛座
qqth 金牌
qqqg 金钱
qqun 金色头发
qquw 金色头发的人
quuw 金闪闪
qnpy 金属礼
qqfa 金塔
jcqv 紧急
jcxt 紧张
ssfi 禁
stff 禁丢垃圾
ssol 禁烟
ssyy 禁言
sshh 禁止
shry 禁止打电话
shtf 禁止丢垃圾
shtw 禁止行人
shtt 禁止行人通行
shft 禁止进入
shtf 禁止乱丢垃圾
shtf 禁止乱扔垃圾
shcl 禁止骑车
shct 禁止骑行
shrf 禁止扔垃圾
shws 禁止使用手机
shct 禁止驶入
shrr 禁止手势
shrl 禁止手势男
shrv 禁止手势女
shct 禁止通行
shko 禁止吸烟
shkq 禁止响铃
shtl 禁止自行车
rppy 近视
rphv 近视眼
rwwg 近似但不真实等于
rwtg 近似等于
rwgf 近似于
fjwx 进化
nfik 惊声尖叫
nkkg 惊叹号
nyuk 惊问
nyya 惊讶
ogvo 精灵
ovyt 精灵族
outs 精装笔记本
xcxf 经纬
xxxg 经纬线
qgyi 鲸
qgqg 鲸鱼
fjk 井
fjkg 井号
fkqv 井号键
aqrb 警报
aqpw 警察
aqlg 警车
alos 警车灯
alyo 警车旋转灯
aqos 警灯
aqtf 警告
aqpn 警官
aqfi 警示
uqwx 净化
aqpy 敬礼
qdgf 镜面球
qugf 镜球
qubb 镜子
geuj 静音
guqq 静音铃铛
xnxf 纠结
vtn 九
vthk 九点
vhuf 九点半
vhqk 九点钟
vwpg 九分之一
isgg 酒
issg 酒杯
isyh 酒店
ihic 酒桌游戏
issg 酒醉
yjwq 就是你
frlg 救护车
folg 救火车
fftr 救救我
fiwg 救命
fitg 救生
ftlu 救生圈
ftye 救生衣
fitr 救我
hqjg 旧钥匙
ning 居酒屋
nint 居酒屋灯笼
nnaq 居民区
aftm 鞠躬
atku 鞠躬勋章
saqc 橘黄色
saqg 橘黄色大菱形
saqg 橘黄色菱形
saqg 橘黄色小菱形
scqt 橘猫
scqc 橘色
sqdg 橘色大菱形
sqrn 橘色的书
sqrn 橘色的心
sqag 橘色菱形
sqns 橘色书本
sqig 橘色小菱形
sqny 橘色心
scny 橘心
scbb 橘子
iryt 举白旗
ilyt 举黑旗
ifru 举起的拳头
ifrr 举起的手
ifuu 举起拳头
ifrt 举起手
iwrt 举手
icrt 举双手
ikrx 举中指
iwtg 举重
itfk 举重运动员
tdga 矩形
ndbp 剧院
andx 巨龙
anqe 巨蟹
aqyw 巨蟹座
raxq 拒绝
bcwf 聚会
bwte 聚会笑脸
qnbb 锯子
mqmq 飓风
ulrx 卷边的纸
udqn 卷饼
udnt 卷发
unvv 卷发女
unvw 卷发女人
unvb 卷发女子
utqt 卷毛狗
udfh 卷起
ufrx 卷起的报纸
umgg 卷曲环
umla 卷曲逻辑或
umlg 卷曲逻辑与
udol 卷烟
udxq 卷纸
udlm 卷轴
kdkh 噘嘴
kkrq 噘嘴的猫
kkrw 噘嘴的人
kkqt 噘嘴猫
kkqe 噘嘴猫脸
rdkh 撅嘴
rkll 撅嘴男
rkvv 撅嘴女
xqbn 绝了
plbw 军队
pauj 军功章
pldo 军盔
plww 军人
peud 军用头盔
vtyg 君主
cccn 骏马
klkd 咖啡
kksg 咖啡杯
klkd 咖喱
kkqn 咖喱饭
kgbt 喀麦隆
kgbl 喀麦隆共和国
hhlg 卡车
hhmh 卡帕
htfx 卡牌索引
hhth 卡片
htdw 卡片存档盒
htwg 卡片盒
htfx 卡片索引
htfh 卡片索引分隔卡
htss 卡片相机
hfqi 卡塔尔
hfql 卡塔尔国
gqyy 开尔文
gnwk 开发人员
gayy 开方
gaaw 开花
gabn 开花了
guyy 开立方
gjvq 开曼群岛
gauy 开门
guao 开门营业
gakh 开趴
gayn 开启
guis 开闪光灯的相机
gavc 开始
gvry 开始播放
gvvw 开始录像
gvvu 开始录音
gvao 开始营业
gvhu 开始战斗
gaqi 开锁
ggtt 开玩笑
gtsp 开香槟
gany 开心
gnrq 开心的猫
gnqt 开心猫
gnqe 开心猫脸
gikh 开淫趴
gqkh 开银趴
gahk 开战
mnqi 凯乐
mndx 凯龙
fqwy 坎
fqdp 坎达
fdtk 坎达符号
rhf 看
rhrh 看看
ylfk 康加鼓
ofrc 烤地瓜
otal 烤番薯
oaal 烤甘薯
oxal 烤红薯
ofol 烤烟
ftru 考拉
ftya 考试
ttad 科科斯
ttaq 科科斯（基林）群岛
ttaq 科科斯群岛
tuyv 科朗
tylq 科摩罗
tylj 科摩罗联盟
tfit 科索沃
tfil 科索沃共和国
ttmg 科特迪瓦
ttml 科特迪瓦共和国
tdtr 科威特
tdtl 科威特国
tipe 科学家
tihm 科学上网
skd 可
srep 可接受
sknw 可怜
snww 可怜兮兮
skce 可能
sknr 可怕
skny 可以
dqrr 克尔白
dtgq 克利珀顿岛
dqpl 克鲁赛罗
dlfg 克罗地亚
dlfl 克罗地亚共和国
dqsg 克西
ptte 客船
ptlw 客轮
vefi 恳求
vfre 恳求的脸
hngo 肯尼亚
hngl 肯尼亚共和国
fymn 坑
bniw 孔雀
amnd 恐怖
amnh 恐惧
anrq 恐惧的猫
anik 恐惧尖叫
anqt 恐惧猫
anqe 恐惧猫脸
amdx 恐龙
rprm 控制
rryq 控制旋钮
pwaf 空
pwrr 空白
pwvj 空巢
pwst 空格
pwlv 空轨
pwwy 空集
putw 空间积分
pqvj 空鸟巢
prut 空手道
prue 空手道服
pwny 空心
pnjy 空心电话
pnyg 空心方形
pnyg 空心方形包含实心小型方形
pnlk 空心加重号
pntg 空心矩形
pnag 空心菱形
pnag 空心菱形包含实心小型菱形
pngg 空心平行四边形
pnhq 空心上指三角
pnhx 空心上指索引
pnhq 空心上指小型三角
pnjg 空心竖矩形
pngq 空心下指三角
pngx 空心下指索引
pngq 空心下指小型三角
pnig 空心小型方形
pnjt 空心星
pndq 空心右指三角
pndx 空心右指索引
pndq 空心右指小型三角
pndq 空心右指指针
pnll 空心圆圈
pnkg 空心中等方形
pnkg 空心中小方形
pndq 空心左指三角
pndx 空心左指索引
pndq 空心左指小型三角
pndq 空心左指指针
pwkh 空中
pkll 空中轨道列车
pkxl 空中缆车
kkkk 口
kkxa 口红
kkii 口水
kklh 口罩
rkqf 扣针
kkdu 哭
kkbn 哭了
kkiu 哭泣
kirq 哭泣的猫
kiqt 哭泣猫
kiqe 哭泣猫脸
sdat 枯萎
sara 枯萎的花
sarg 枯萎的玫瑰
meme 骷髅
mmtm 骷髅和交叉腿骨
mmud 骷髅头
adtt 苦笑
ydvq 库克群岛
yrfp 库拉索
pubb 裤子
sgtk 酷
sgqt 酷猫
rdqn 挎包
knkl 跨性别
knkk 跨性别符号
knky 跨性别旗
nnhq 快餐
nhwg 快餐盒
nnux 快递
nnfj 快进
nfrq 快进按钮
nftk 快进符号
nnqi 快乐
nnhh 快上
nngk 快速
nght 快速上升
nghq 快速上升按钮
nggb 快速下降
nggq 快速下降按钮
nnte 快艇
nnve 快退
nvrq 快退按钮
nvtk 快退符号
nngh 快下
tnnw 筷
tnbb 筷子
psmh 宽檐帽
sagg 框
tagf 筐
qtmq 狂风
fnee 亏眉月
fhee 亏凸月
fjhh 坤
jxjh 昆虫
lsi 困
lstp 困乏
lsak 困惑
lswu 困倦
lsls 困困
lsbn 困了
lsrd 困扰
rukk 扩音器
kgkw 喇叭
kktm 喇叭筒
fufe 垃圾
fftt 垃圾丢弃处
ffto 垃圾篓
fftt 垃圾入篓
fftf 垃圾入篓标志
ffsc 垃圾桶
rooc 拉粑粑
rwwg 拉便便
rdwg 拉大便
rsyy 拉丁文
rspx 拉丁字母
ruru 拉拉
rujf 拉里
rudm 拉面
roeg 拉炮彩带
rurb 拉普拉斯算子
rhrq 拉上拉链
runo 拉屎
rexg 拉脱维亚
rexl 拉脱维亚共和国
jatt 蜡笔
jaoj 蜡烛
ugki 辣
ugsh 辣椒
uggq 辣死
ugbn 辣死了
gowy 来信
ggsv 来一根
ggsq 来一根儿
afrt 莱索托
afrl 莱索托王国
uddp 兰布达
uarx 兰花指
tjgf 篮球
tgfk 篮球运动员
tjbb 篮子
ajat 蓝莓
ajqc 蓝色
aqdg 蓝色大菱形
aqrn 蓝色的书
aqrn 蓝色的心
aqyf 蓝色方块
aqag 蓝色菱形
aqns 蓝色书本
aqig 蓝色小菱形
aqny 蓝色心
aqlk 蓝色圆
ajny 蓝心
ngqt 懒猪
xjlg 缆车
syud 榔头
qtye 狼
qtew 狼脸
qtud 狼头
iyaw 浪花
iyij 浪漫
vfvf 姥姥
vfwq 姥爷
ftwq 老爹
ftha 老虎
fhsm 老虎机
fhew 老虎脸
fhud 老虎头
ftvc 老妈
fvve 老奶奶
frww 老年人
ftww 老人
ftjg 老师
faqj 老式钥匙
ftvn 老鼠
fvew 老鼠脸
fvud 老鼠头
ftdy 老太
fddy 老太太
ftud 老头
fuqt 老头儿
ftrf 老挝
frwl 老挝人民民主共和国
fqjg 老钥匙
fwwq 老爷爷
ftyw 老鹰
otqn 烙饼
qiyu 乐谱
qikk 乐器
flja 雷暴
fldp 雷达
fldx 雷龙
flfc 雷云
fbfg 雷阵雨
ccgf 垒球
ihii 泪水
lxiu 累
lgbn 累死了
uwyc 冷
uuui 冷冰冰
uwif 冷汗
uwew 冷脸
uwia 冷漠
uwfc 冷却
uwgq 冷死
ugbn 冷死了
uwqn 冷饮
nlwy 愣住
tjsu 梨
tjbb 梨子
ybmc 离
ybvq 离婚
tcvg 黎巴嫩
tcvl 黎巴嫩共和国
gjnt 理发
gnyh 理发店
gnyt 理发店招牌
gjud 理头
gunt 理头发
pynn 礼
pyrd 礼拜
pyeb 礼服
pyaw 礼花
pymh 礼帽
pykk 礼品
pkwg 礼品盒
pytr 礼物
ptwg 礼物盒
jxqi 里弗尔
jfru 里拉
jgqi 里亚尔
qgqg 鲤鱼
qqyt 鲤鱼旗
txjg 利比里亚
txjl 利比里亚共和国
txgo 利比亚
txgl 利比亚国
ddpd 厉害
ssbb 栗子
uuyy 立方
uysv 立方根
ufru 立起的手背
ubpq 立陶宛
ubpl 立陶宛共和国
aaxx 莉莉丝
nwnu 怜悯
bwlg 联合国
alaw 莲花
aaww 莲花坐的人
lpru 连接
lfgq 连起来的两个回形针
lwiy 连体泳衣
lypu 连衣裙
enoa 脸发烧
ewxa 脸红
yoep 恋爱
xaev 练腿
